Date,High,Low,Open,Close,Volume,Adj Close,polarity,subjectivity
2017-01-02,60227.0,59371.0,60227.0,59589.0,808700.0,59589.0,0.0,0.0
2017-01-03,61815.0,59631.0,59631.0,61814.0,3328300.0,61814.0,0.0,0.0
2017-01-04,61940.0,61302.0,61811.0,61589.0,2840800.0,61589.0,0.0,0.0
2017-01-05,62409.0,61594.0,61594.0,62071.0,3313000.0,62071.0,0.0,0.0
2017-01-06,62072.0,61396.0,62072.0,61665.0,2374800.0,61665.0,0.0,0.0
2017-01-09,62112.0,61307.0,61680.0,61700.0,2480800.0,61700.0,0.0,0.0
2017-01-10,62446.0,61710.0,61710.0,62132.0,2623400.0,62132.0,0.0,0.0
2017-01-11,62674.0,61665.0,62134.0,62446.0,3139800.0,62446.0,0.0,0.0
2017-01-12,64342.0,62448.0,62448.0,63954.0,4535000.0,63954.0,0.0,0.0
2017-01-13,64092.0,63366.0,63940.0,63652.0,2735500.0,63652.0,0.0,0.0
2017-01-16,64014.0,63556.0,63652.0,63831.0,1763700.0,63831.0,0.0,0.0
2017-01-17,64658.0,63456.0,63827.0,64354.0,2933800.0,64354.0,1.0,0.1
2017-01-18,64680.0,64063.0,64360.0,64150.0,3008900.0,64150.0,0.5,0.26999999999999996
2017-01-19,64456.0,63574.0,64145.0,63951.0,2867100.0,63951.0,1.0,0.5399999999999999
2017-01-20,64694.0,63951.0,63951.0,64521.0,3416700.0,64521.0,0.0,0.0
2017-01-23,65816.0,64500.0,64519.0,65749.0,2957000.0,65749.0,0.0,0.0
2017-01-24,66173.0,65615.0,65752.0,65840.0,3850500.0,65840.0,0.0,0.0
2017-01-26,66594.0,65842.0,65842.0,66191.0,3494100.0,66191.0,0.0,0.0
2017-01-27,66242.0,65876.0,66195.0,66034.0,2583400.0,66034.0,0.0,0.0
2017-01-30,66025.0,64165.0,66025.0,64302.0,2264300.0,64302.0,1.0,0.1
2017-01-31,64901.0,64284.0,64310.0,64671.0,2737700.0,64671.0,0.0,0.0
2017-02-01,65594.0,64687.0,64687.0,64836.0,3214300.0,64836.0,1.0,0.5
2017-02-02,65132.0,64163.0,64835.0,64578.0,2959200.0,64578.0,0.0,0.0
2017-02-03,65387.0,64264.0,64579.0,64954.0,3482700.0,64954.0,0.0,0.0
2017-02-06,65327.0,63933.0,64957.0,63993.0,2551400.0,63993.0,0.0,0.0
2017-02-07,64815.0,63938.0,64022.0,64199.0,2776200.0,64199.0,0.0,0.0
2017-02-08,64835.0,63740.0,64200.0,64835.0,3138600.0,64835.0,0.0,0.0
2017-02-09,65302.0,64587.0,64850.0,64965.0,2641700.0,64965.0,0.0,0.0
2017-02-10,66292.0,64935.0,64965.0,66125.0,3439000.0,66125.0,0.0,0.0
2017-02-13,67094.0,66125.0,66125.0,66968.0,3108800.0,66968.0,0.0,0.0
2017-02-14,67110.0,66251.0,66971.0,66713.0,3370900.0,66713.0,0.0,0.0
2017-02-15,68016.0,66712.0,66712.0,67976.0,4119600.0,67976.0,0.0,0.0
2017-02-16,68456.0,67661.0,67979.0,67814.0,3550800.0,67814.0,0.0,0.0
2017-02-17,67819.0,67158.0,67814.0,67748.0,2787300.0,67748.0,0.0,0.0
2017-02-20,68674.0,67756.0,67756.0,68533.0,2171300.0,68533.0,0.0,0.0
2017-02-21,69112.0,68536.0,68536.0,69052.0,3051100.0,69052.0,0.0,0.0
2017-02-22,69052.0,68282.0,69052.0,68590.0,3374600.0,68590.0,0.0,0.0
2017-02-23,69488.0,67279.0,68590.0,67461.0,3977800.0,67461.0,0.0,0.0
2017-02-24,67458.0,66452.0,67458.0,66662.0,3059900.0,66662.0,0.0,0.0
2017-03-01,67398.0,66661.0,66661.0,66989.0,2378500.0,66989.0,0.0,0.0
2017-03-02,67035.0,65594.0,67000.0,65855.0,3095300.0,65855.0,0.0,0.0
2017-03-03,66801.0,65860.0,65860.0,66786.0,2654400.0,66786.0,0.0,0.0
2017-03-06,66892.0,66119.0,66786.0,66341.0,3337500.0,66341.0,0.0,0.0
2017-03-07,66641.0,65668.0,66343.0,65742.0,2886200.0,65742.0,0.0,0.0
2017-03-08,65810.0,64496.0,65748.0,64718.0,3727200.0,64718.0,0.0,0.0
2017-03-09,65068.0,64203.0,64718.0,64585.0,3513300.0,64585.0,0.0,0.0
2017-03-10,65725.0,64472.0,64586.0,64675.0,3432900.0,64675.0,0.0,0.0
2017-03-13,65651.0,64674.0,64674.0,65534.0,2162800.0,65534.0,0.0,0.0
2017-03-14,65549.0,64699.0,65511.0,64699.0,2824800.0,64699.0,0.0,0.0
2017-03-15,66318.0,64537.0,64702.0,66235.0,3742100.0,66235.0,1.0,0.5399999999999999
2017-03-16,66554.0,65531.0,66232.0,65783.0,2860400.0,65783.0,0.0,0.0
2017-03-17,66205.0,64152.0,65783.0,64210.0,5213000.0,64210.0,0.0,0.0
2017-03-20,65136.0,63672.0,64232.0,64884.0,3613900.0,64884.0,0.0,0.0
2017-03-21,64965.0,62795.0,64884.0,62980.0,3700200.0,62980.0,0.0,1.0
2017-03-22,63747.0,62496.0,62980.0,63521.0,4063300.0,63521.0,0.0,0.0
2017-03-23,63942.0,62840.0,63521.0,63531.0,3447400.0,63531.0,0.0,0.0
2017-03-24,63997.0,63469.0,63554.0,63854.0,2571200.0,63854.0,0.0,0.0
2017-03-27,64356.0,63030.0,63829.0,64308.0,2672800.0,64308.0,0.0,0.0
2017-03-28,64847.0,64042.0,64308.0,64640.0,3359100.0,64640.0,0.0,0.0
2017-03-29,65551.0,64476.0,64636.0,65528.0,3488200.0,65528.0,0.0,0.0
2017-03-30,65775.0,65070.0,65541.0,65266.0,2335700.0,65266.0,0.0,0.0
2017-03-31,65597.0,64859.0,65266.0,64984.0,2614200.0,64984.0,0.0,0.0
2017-04-03,65384.0,64774.0,64989.0,65211.0,2858500.0,65211.0,0.75,0.4058333333333333
2017-04-04,65775.0,64990.0,65212.0,65769.0,2085300.0,65769.0,1.0,0.5399999999999999
2017-04-05,66211.0,64493.0,65770.0,64775.0,2982200.0,64775.0,0.0,0.4
2017-04-06,64921.0,63762.0,64775.0,64223.0,2875000.0,64223.0,0.0,0.0
2017-04-07,65197.0,64016.0,64202.0,64593.0,2853100.0,64593.0,0.0,0.0
2017-04-10,64928.0,64115.0,64593.0,64650.0,2984000.0,64650.0,0.0,0.0
2017-04-11,64872.0,63351.0,64650.0,64360.0,3178400.0,64360.0,0.0,0.0
2017-04-12,64456.0,63814.0,64362.0,63892.0,4253500.0,63892.0,0.0,0.0
2017-04-13,63992.0,62826.0,63891.0,62826.0,3212900.0,62826.0,0.0,0.0
2017-04-17,64424.0,62828.0,62828.0,64335.0,0.0,64335.0,0.0,0.0
2017-04-18,64591.0,63717.0,64336.0,64159.0,3144800.0,64159.0,0.0,0.0
2017-04-19,64572.0,63219.0,64165.0,63407.0,3069500.0,63407.0,0.0,0.1875
2017-04-20,64163.0,63388.0,63406.0,63761.0,2899700.0,63761.0,0.0,0.0625
2017-04-24,64754.0,63761.0,63761.0,64389.0,3194100.0,64389.0,0.0,0.0
2017-04-25,65148.0,63875.0,64384.0,65148.0,3037200.0,65148.0,0.0,0.0
2017-04-26,65436.0,64679.0,65144.0,64862.0,3221600.0,64862.0,0.0,0.0
2017-04-27,65327.0,64292.0,64872.0,64677.0,3112100.0,64677.0,0.0,0.0
2017-04-28,65403.0,64592.0,64679.0,65403.0,2973700.0,65403.0,0.0,0.0
2017-05-02,66877.0,65404.0,65404.0,66722.0,3497000.0,66722.0,0.0,0.625
2017-05-03,66758.0,65898.0,66720.0,66094.0,3446400.0,66094.0,0.0,0.1875
2017-05-04,66099.0,64721.0,66069.0,64863.0,3779900.0,64863.0,0.0,0.0
2017-05-05,65768.0,64863.0,64869.0,65710.0,2760000.0,65710.0,0.0,0.0
2017-05-08,66015.0,65295.0,65705.0,65526.0,2273300.0,65526.0,0.0,0.3125
2017-05-09,66536.0,65533.0,65533.0,66278.0,2679100.0,66278.0,0.0,0.125
2017-05-10,67528.0,66284.0,66284.0,67350.0,3174100.0,67350.0,0.0,0.0
2017-05-11,67709.0,67191.0,67355.0,67538.0,2872600.0,67538.0,0.0,0.0
2017-05-12,68429.0,67536.0,67536.0,68222.0,3822600.0,68222.0,0.0,0.0
2017-05-15,68593.0,68081.0,68227.0,68474.0,3290300.0,68474.0,0.0,0.0
2017-05-16,68792.0,68124.0,68473.0,68684.0,3672400.0,68684.0,0.0,0.0
2017-05-17,68674.0,67163.0,68674.0,67540.0,3317200.0,67540.0,0.25,0.235
2017-05-18,67536.0,60315.0,67536.0,61597.0,11046700.0,61597.0,0.0,0.3435185185185185
2017-05-19,63488.0,61597.0,61597.0,62639.0,6120800.0,62639.0,0.0,0.0
2017-05-22,62638.0,60925.0,62638.0,61673.0,5815800.0,61673.0,0.0,0.0
2017-05-23,62775.0,61670.0,61670.0,62662.0,4753500.0,62662.0,0.0,0.0
2017-05-24,64016.0,62673.0,62673.0,63257.0,4181200.0,63257.0,0.0,0.0
2017-05-25,63991.0,62762.0,63256.0,63227.0,4001000.0,63227.0,0.0,0.0
2017-05-26,64170.0,63228.0,63228.0,64085.0,3849400.0,64085.0,0.0,0.0
2017-05-29,64055.0,63531.0,64055.0,63761.0,1646300.0,63761.0,0.0,0.0
2017-05-30,64107.0,63720.0,63765.0,63962.0,2235300.0,63962.0,0.0,0.0
2017-05-31,63984.0,62673.0,63961.0,62711.0,4535100.0,62711.0,0.0,0.0
2017-06-01,63293.0,62165.0,62711.0,62289.0,3370200.0,62289.0,0.0,0.0
2017-06-02,62773.0,62161.0,62289.0,62511.0,2874500.0,62511.0,0.0,0.0
2017-06-05,62800.0,62010.0,62503.0,62450.0,2421700.0,62450.0,0.0,0.0
2017-06-06,63302.0,62426.0,62450.0,62955.0,2993300.0,62955.0,0.0,0.4
2017-06-07,63637.0,62912.0,62955.0,63171.0,2892300.0,63171.0,0.0,0.125
2017-06-08,63171.0,62376.0,63171.0,62756.0,2702400.0,62756.0,0.0,0.2625
2017-06-09,63066.0,62095.0,62755.0,62211.0,3099900.0,62211.0,0.0,0.0
2017-06-12,62286.0,61279.0,62219.0,61700.0,3026600.0,61700.0,0.0,0.0
2017-06-13,62012.0,61510.0,61708.0,61829.0,2469100.0,61829.0,0.0,0.2125
2017-06-14,62475.0,61508.0,61831.0,61923.0,4328500.0,61923.0,0.0,0.0
2017-06-16,61921.0,61269.0,61911.0,61626.0,5088000.0,61626.0,0.0,0.0
2017-06-19,62272.0,61620.0,61620.0,62014.0,2752600.0,62014.0,0.0,0.0
2017-06-20,62011.0,60766.0,62011.0,60766.0,3956200.0,60766.0,0.0,0.0
2017-06-21,61188.0,60544.0,60783.0,60762.0,3274700.0,60762.0,0.0,0.0
2017-06-22,61354.0,60758.0,60762.0,61272.0,3066900.0,61272.0,0.0,0.0
2017-06-23,61400.0,60992.0,61272.0,61087.0,2836700.0,61087.0,0.0,0.0
2017-06-26,62251.0,61088.0,61088.0,62188.0,2599200.0,62188.0,0.0,0.0
2017-06-27,62424.0,61580.0,62188.0,61675.0,3275700.0,61675.0,0.0,0.125
2017-06-28,62057.0,61433.0,61684.0,62018.0,2719100.0,62018.0,0.0,0.0
2017-06-29,62499.0,61689.0,62010.0,62239.0,2915500.0,62239.0,0.0,0.0
2017-06-30,63038.0,62238.0,62238.0,62900.0,2688200.0,62900.0,0.0,0.0
2017-07-03,63338.0,62901.0,62901.0,63280.0,2086300.0,63280.0,0.0,0.0
2017-07-04,63346.0,63076.0,63268.0,63232.0,950700.0,63232.0,0.0,0.0
2017-07-05,63485.0,62708.0,63215.0,63154.0,3169900.0,63154.0,0.0,0.0
2017-07-06,63188.0,62354.0,63156.0,62470.0,3038700.0,62470.0,0.0,0.0
2017-07-07,62926.0,62035.0,62474.0,62322.0,2894200.0,62322.0,0.0,0.0
2017-07-10,63135.0,62322.0,62322.0,63025.0,2224000.0,63025.0,0.0,0.0
2017-07-11,63891.0,62908.0,63027.0,63832.0,2566700.0,63832.0,0.0,0.0
2017-07-12,64938.0,63827.0,63840.0,64836.0,4116300.0,64836.0,0.0,0.0
2017-07-13,65302.0,64854.0,64854.0,65178.0,3121700.0,65178.0,0.0,0.0
2017-07-14,65624.0,65178.0,65178.0,65436.0,2711600.0,65436.0,0.0,0.0
2017-07-17,65478.0,65119.0,65431.0,65212.0,2255300.0,65212.0,1.0,0.5399999999999999
2017-07-18,65338.0,64943.0,65208.0,65338.0,2213500.0,65338.0,0.0,0.0
2017-07-19,65604.0,64874.0,65337.0,65180.0,2622700.0,65180.0,0.0,0.0
2017-07-20,65505.0,64898.0,65178.0,64938.0,2252900.0,64938.0,0.0,0.125
2017-07-21,65150.0,64599.0,64936.0,64684.0,2125500.0,64684.0,0.0,0.0
2017-07-24,65104.0,64678.0,64695.0,65100.0,1908900.0,65100.0,0.0,0.0
2017-07-25,65749.0,65101.0,65101.0,65668.0,2737400.0,65668.0,0.0,0.0
2017-07-26,65873.0,64992.0,65668.0,65011.0,2942300.0,65011.0,0.0,0.0
2017-07-27,65678.0,65013.0,65013.0,65277.0,2483900.0,65277.0,0.0,0.0
2017-07-28,65497.0,64953.0,65253.0,65497.0,2760700.0,65497.0,0.0,0.0
2017-07-31,66048.0,65503.0,65503.0,65920.0,2572700.0,65920.0,0.0,0.0
2017-08-01,66606.0,65925.0,65925.0,66516.0,2762600.0,66516.0,1.0,0.3333333333333333
2017-08-02,67277.0,66305.0,66504.0,67136.0,3713700.0,67136.0,0.0,0.0
2017-08-03,67256.0,66705.0,67136.0,66777.0,2722400.0,66777.0,0.0,0.0
2017-08-04,67104.0,66525.0,66783.0,66898.0,2370900.0,66898.0,0.0,0.0
2017-08-07,68043.0,66887.0,66898.0,67940.0,2996800.0,67940.0,0.0,0.0
2017-08-08,68500.0,67671.0,67936.0,67899.0,3134300.0,67899.0,0.0,0.0
2017-08-09,67894.0,67290.0,67894.0,67671.0,2488000.0,67671.0,0.0,0.0
2017-08-10,67671.0,66650.0,67671.0,66992.0,2820800.0,66992.0,0.0,0.0
2017-08-11,67623.0,66678.0,66992.0,67359.0,2890000.0,67359.0,0.0,0.0
2017-08-14,68642.0,67226.0,67364.0,68285.0,2827300.0,68285.0,0.0,0.0
2017-08-15,68846.0,68293.0,68296.0,68355.0,2753200.0,68355.0,0.0,0.0
2017-08-16,68950.0,68304.0,68356.0,68594.0,3753400.0,68594.0,0.0,0.0
2017-08-17,68596.0,67866.0,68596.0,67977.0,2661800.0,67977.0,0.0,0.0
2017-08-18,68808.0,67979.0,67990.0,68715.0,3464800.0,68715.0,0.0,0.0
2017-08-21,69068.0,68514.0,68713.0,68635.0,2643300.0,68635.0,0.0,0.0
2017-08-22,70278.0,68645.0,68645.0,70011.0,3907500.0,70011.0,0.0,0.0
2017-08-23,70587.0,69947.0,70011.0,70478.0,3348400.0,70478.0,0.0,0.0
2017-08-24,71238.0,70482.0,70482.0,71133.0,3113000.0,71133.0,0.0,0.0
2017-08-25,71506.0,70801.0,71138.0,71074.0,2411000.0,71074.0,0.0,0.0
2017-08-28,71390.0,70909.0,71074.0,71017.0,2196400.0,71017.0,0.0,0.0
2017-08-29,71330.0,70517.0,71005.0,71330.0,2274700.0,71330.0,0.0,0.0
2017-08-30,71454.0,70755.0,71328.0,70886.0,2663200.0,70886.0,0.0,0.0
2017-08-31,71234.0,70516.0,70887.0,70835.0,4245100.0,70835.0,0.0,0.0
2017-09-01,72217.0,70846.0,70848.0,71923.0,3880900.0,71923.0,0.0,0.0
2017-09-04,72141.0,71671.0,71921.0,72129.0,1998000.0,72129.0,0.0,0.0
2017-09-05,73180.0,71827.0,72134.0,72151.0,4230900.0,72151.0,0.0,0.05625
2017-09-06,73608.0,72157.0,72157.0,73412.0,4242500.0,73412.0,0.0,0.05
2017-09-08,73646.0,72925.0,73413.0,73079.0,3114100.0,73079.0,0.0,0.0
2017-09-11,74636.0,73096.0,73096.0,74319.0,3283100.0,74319.0,0.0,0.0
2017-09-12,75332.0,74294.0,74322.0,74539.0,3591700.0,74539.0,0.0,0.0
2017-09-13,75146.0,74196.0,74543.0,74788.0,3212500.0,74788.0,0.0,0.0
2017-09-14,74949.0,74397.0,74787.0,74657.0,3206100.0,74657.0,0.0,0.0
2017-09-15,75820.0,74648.0,74656.0,75757.0,4825000.0,75757.0,0.0,0.0
2017-09-18,76404.0,75621.0,75758.0,75990.0,3437400.0,75990.0,0.0,0.0
2017-09-19,76071.0,75300.0,75990.0,75974.0,3026100.0,75974.0,0.0,0.0
2017-09-20,76420.0,75074.0,75974.0,76004.0,3890900.0,76004.0,0.0,0.0
2017-09-21,76251.0,75282.0,76014.0,75604.0,3228500.0,75604.0,0.0,0.0
2017-09-22,75734.0,75029.0,75618.0,75390.0,2801700.0,75390.0,0.0,0.0
2017-09-25,75470.0,74303.0,75381.0,74443.0,3376500.0,74443.0,0.0,0.0
2017-09-26,74971.0,74319.0,74443.0,74319.0,3565400.0,74319.0,0.0,0.0
2017-09-27,74744.0,73125.0,74358.0,73797.0,3788600.0,73797.0,0.0,0.0
2017-09-28,74011.0,73277.0,73808.0,73567.0,3082900.0,73567.0,0.0,0.0
2017-09-29,74518.0,73571.0,73571.0,74294.0,3126600.0,74294.0,0.0,0.0
2017-10-02,74506.0,73845.0,74295.0,74360.0,2512000.0,74360.0,0.0,0.0
2017-10-03,76763.0,74363.0,74363.0,76763.0,3816900.0,76763.0,0.0,0.0
2017-10-04,77004.0,76422.0,76763.0,76591.0,3119500.0,76591.0,1.0,0.3333333333333333
2017-10-05,78024.0,76592.0,76592.0,76618.0,4112900.0,76618.0,0.0,0.0
2017-10-06,76618.0,75603.0,76618.0,76055.0,2994300.0,76055.0,0.0,0.0
2017-10-09,76067.0,75181.0,76055.0,75727.0,2335300.0,75727.0,0.0,0.125
2017-10-10,76996.0,75745.0,75745.0,76897.0,3489200.0,76897.0,0.5,0.2866666666666666
2017-10-11,76985.0,76323.0,76910.0,76660.0,3781500.0,76660.0,0.0,0.0
2017-10-13,77319.0,76659.0,76659.0,76990.0,3200100.0,76990.0,0.0,0.0
2017-10-16,77382.0,76565.0,76985.0,76892.0,3075600.0,76892.0,0.0,0.0
2017-10-17,76892.0,76046.0,76892.0,76201.0,2771100.0,76201.0,0.0,0.0
2017-10-18,76730.0,76012.0,76211.0,76591.0,3156800.0,76591.0,0.0,0.0
2017-10-19,76591.0,75366.0,76591.0,76283.0,2509800.0,76283.0,0.0,0.0
2017-10-20,76971.0,76291.0,76291.0,76391.0,2645300.0,76391.0,0.0,0.0
2017-10-23,76498.0,75315.0,76398.0,75413.0,2631800.0,75413.0,0.0,0.0
2017-10-24,76420.0,75426.0,75426.0,76350.0,3047500.0,76350.0,0.0,0.0
2017-10-25,76883.0,75404.0,76350.0,76671.0,2953800.0,76671.0,0.0,0.0
2017-10-26,77061.0,75813.0,76671.0,75896.0,2901100.0,75896.0,0.0,0.0
2017-10-27,76617.0,75601.0,75898.0,75976.0,3434400.0,75976.0,0.0,0.0
2017-10-30,75973.0,74305.0,75973.0,74800.0,3811600.0,74800.0,0.0,0.0
2017-10-31,75142.0,74145.0,74798.0,74308.0,3545700.0,74308.0,0.0,0.0
2017-11-01,75199.0,73823.0,74310.0,73824.0,3668100.0,73824.0,0.0,0.0
2017-11-03,74254.0,73094.0,73834.0,73915.0,4386900.0,73915.0,0.0,0.0
2017-11-06,74445.0,73830.0,73911.0,74311.0,3297400.0,74311.0,0.0,0.0
2017-11-07,74306.0,72386.0,74306.0,72415.0,4888900.0,72415.0,0.0,0.0
2017-11-08,74481.0,72468.0,72468.0,74363.0,3408800.0,74363.0,0.0,0.0
2017-11-09,74363.0,72795.0,74363.0,72931.0,3303800.0,72931.0,0.0,0.0
2017-11-10,73019.0,71920.0,72932.0,72166.0,3140100.0,72166.0,0.0,0.0
2017-11-13,72735.0,71776.0,72167.0,72475.0,2783400.0,72475.0,0.0,0.0
2017-11-14,72838.0,70825.0,72442.0,70827.0,4352600.0,70827.0,0.0,0.0
2017-11-16,72896.0,70827.0,70827.0,72512.0,3340900.0,72512.0,0.0,0.0
2017-11-17,73632.0,72390.0,72512.0,73437.0,2749700.0,73437.0,0.0,0.0
2017-11-21,75073.0,73439.0,73439.0,74595.0,3539600.0,74595.0,0.0,0.0
2017-11-22,75019.0,74242.0,74611.0,74519.0,3410600.0,74519.0,0.0,0.0
2017-11-23,74578.0,73851.0,74519.0,74487.0,1556800.0,74487.0,0.0,0.0
2017-11-24,74542.0,74093.0,74503.0,74157.0,2510300.0,74157.0,0.0,0.0
2017-11-27,74157.0,73159.0,74157.0,74059.0,2810800.0,74059.0,0.0,0.0
2017-11-28,74989.0,74056.0,74060.0,74140.0,3030700.0,74140.0,0.0,0.0
2017-11-29,74515.0,72700.0,74146.0,72700.0,3639400.0,72700.0,0.0,0.0
2017-11-30,72700.0,71215.0,72700.0,71971.0,5348800.0,71971.0,0.0,0.0
2017-12-01,72472.0,71488.0,71955.0,72264.0,3003100.0,72264.0,0.0,0.0
2017-12-04,73749.0,72266.0,72266.0,73090.0,3038600.0,73090.0,0.0,0.1
2017-12-05,74166.0,72319.0,73090.0,72546.0,2913300.0,72546.0,0.3333333333333333,0.09999999999999998
2017-12-06,73418.0,71906.0,72535.0,73268.0,3099300.0,73268.0,0.6666666666666666,0.23416666666666663
2017-12-07,73268.0,71356.0,73268.0,72487.0,3260800.0,72487.0,0.5,0.28882575757575757
2017-12-08,73425.0,72489.0,72489.0,72732.0,3085600.0,72732.0,0.0,0.0
2017-12-11,73361.0,72498.0,72775.0,72800.0,2450200.0,72800.0,0.0,0.0
2017-12-12,73814.0,71798.0,72800.0,73814.0,2956100.0,73814.0,0.0,0.0
2017-12-13,74622.0,72569.0,73827.0,72914.0,4494700.0,72914.0,0.0,0.0
2017-12-14,72913.0,71969.0,72913.0,72429.0,3491800.0,72429.0,0.0,0.0
2017-12-15,73069.0,72277.0,72428.0,72608.0,4659500.0,72608.0,0.0,0.0
2017-12-18,73519.0,72621.0,72621.0,73115.0,3202900.0,73115.0,0.0,0.0375
2017-12-19,73139.0,72347.0,73122.0,72680.0,2351600.0,72680.0,0.0,0.3125
2017-12-20,73492.0,72680.0,72680.0,73367.0,2219600.0,73367.0,0.5,0.5
2017-12-21,75133.0,73265.0,73367.0,75133.0,3056400.0,75133.0,0.3333333333333333,0.14444444444444443
2017-12-22,75227.0,74623.0,75128.0,75187.0,1906900.0,75187.0,0.0,0.0
2017-12-26,75758.0,74924.0,75187.0,75688.0,1579700.0,75688.0,0.0,0.0
2017-12-27,76293.0,75708.0,75708.0,76073.0,1792200.0,76073.0,0.0,0.0
2017-12-28,76437.0,76077.0,76077.0,76402.0,2083000.0,76402.0,0.0,0.0
2017-12-29,76437.0,76077.0,76077.0,76402.0,0.0,76402.0,0.0,0.0
2018-01-02,77909.0,76403.0,76403.0,77891.0,2880300.0,77891.0,0.0,0.0
2018-01-03,78414.0,77602.0,77889.0,77995.0,3142200.0,77995.0,0.0,0.0
2018-01-04,79135.0,77998.0,77998.0,78647.0,3486100.0,78647.0,0.0,0.0
2018-01-05,79071.0,78218.0,78644.0,79071.0,2747100.0,79071.0,0.0,0.0
2018-01-08,79395.0,78631.0,79070.0,79379.0,2550800.0,79379.0,1.0,0.5454545454545454
2018-01-09,79415.0,78699.0,79379.0,78864.0,3458600.0,78864.0,0.5,0.26999999999999996
2018-01-10,78864.0,78164.0,78864.0,78201.0,2759900.0,78201.0,0.0,0.2416666666666666
2018-01-11,79365.0,78201.0,78201.0,79365.0,3409400.0,79365.0,0.0,0.07291666666666664
2018-01-12,79440.0,78861.0,79365.0,79349.0,3577800.0,79349.0,0.0,0.0
2018-01-15,79847.0,79349.0,79349.0,79752.0,1941000.0,79752.0,0.0,0.0
2018-01-16,80246.0,79668.0,79751.0,79832.0,2982500.0,79832.0,0.0,0.0
2018-01-17,81189.0,79828.0,79832.0,81189.0,3341200.0,81189.0,0.0,0.0
2018-01-18,81367.0,80498.0,81185.0,80963.0,3429600.0,80963.0,0.0,0.0
